fold,cm_0_0,cm_0_1,cm_0_2,cm_0_3,cm_0_4,cm_0_5,cm_0_6,cm_0_7,cm_0_8,cm_0_9,cm_0_10,cm_0_11,cm_0_12,cm_0_13,cm_0_14,cm_0_15,cm_1_0,cm_1_1,cm_1_2,cm_1_3,cm_1_4,cm_1_5,cm_1_6,cm_1_7,cm_1_8,cm_1_9,cm_1_10,cm_1_11,cm_1_12,cm_1_13,cm_1_14,cm_1_15,cm_2_0,cm_2_1,cm_2_2,cm_2_3,cm_2_4,cm_2_5,cm_2_6,cm_2_7,cm_2_8,cm_2_9,cm_2_10,cm_2_11,cm_2_12,cm_2_13,cm_2_14,cm_2_15,cm_3_0,cm_3_1,cm_3_2,cm_3_3,cm_3_4,cm_3_5,cm_3_6,cm_3_7,cm_3_8,cm_3_9,cm_3_10,cm_3_11,cm_3_12,cm_3_13,cm_3_14,cm_3_15,cm_4_0,cm_4_1,cm_4_2,cm_4_3,cm_4_4,cm_4_5,cm_4_6,cm_4_7,cm_4_8,cm_4_9,cm_4_10,cm_4_11,cm_4_12,cm_4_13,cm_4_14,cm_4_15,cm_5_0,cm_5_1,cm_5_2,cm_5_3,cm_5_4,cm_5_5,cm_5_6,cm_5_7,cm_5_8,cm_5_9,cm_5_10,cm_5_11,cm_5_12,cm_5_13,cm_5_14,cm_5_15,cm_6_0,cm_6_1,cm_6_2,cm_6_3,cm_6_4,cm_6_5,cm_6_6,cm_6_7,cm_6_8,cm_6_9,cm_6_10,cm_6_11,cm_6_12,cm_6_13,cm_6_14,cm_6_15,cm_7_0,cm_7_1,cm_7_2,cm_7_3,cm_7_4,cm_7_5,cm_7_6,cm_7_7,cm_7_8,cm_7_9,cm_7_10,cm_7_11,cm_7_12,cm_7_13,cm_7_14,cm_7_15,cm_8_0,cm_8_1,cm_8_2,cm_8_3,cm_8_4,cm_8_5,cm_8_6,cm_8_7,cm_8_8,cm_8_9,cm_8_10,cm_8_11,cm_8_12,cm_8_13,cm_8_14,cm_8_15,cm_9_0,cm_9_1,cm_9_2,cm_9_3,cm_9_4,cm_9_5,cm_9_6,cm_9_7,cm_9_8,cm_9_9,cm_9_10,cm_9_11,cm_9_12,cm_9_13,cm_9_14,cm_9_15,cm_10_0,cm_10_1,cm_10_2,cm_10_3,cm_10_4,cm_10_5,cm_10_6,cm_10_7,cm_10_8,cm_10_9,cm_10_10,cm_10_11,cm_10_12,cm_10_13,cm_10_14,cm_10_15,cm_11_0,cm_11_1,cm_11_2,cm_11_3,cm_11_4,cm_11_5,cm_11_6,cm_11_7,cm_11_8,cm_11_9,cm_11_10,cm_11_11,cm_11_12,cm_11_13,cm_11_14,cm_11_15,cm_12_0,cm_12_1,cm_12_2,cm_12_3,cm_12_4,cm_12_5,cm_12_6,cm_12_7,cm_12_8,cm_12_9,cm_12_10,cm_12_11,cm_12_12,cm_12_13,cm_12_14,cm_12_15,cm_13_0,cm_13_1,cm_13_2,cm_13_3,cm_13_4,cm_13_5,cm_13_6,cm_13_7,cm_13_8,cm_13_9,cm_13_10,cm_13_11,cm_13_12,cm_13_13,cm_13_14,cm_13_15,cm_14_0,cm_14_1,cm_14_2,cm_14_3,cm_14_4,cm_14_5,cm_14_6,cm_14_7,cm_14_8,cm_14_9,cm_14_10,cm_14_11,cm_14_12,cm_14_13,cm_14_14,cm_14_15,cm_15_0,cm_15_1,cm_15_2,cm_15_3,cm_15_4,cm_15_5,cm_15_6,cm_15_7,cm_15_8,cm_15_9,cm_15_10,cm_15_11,cm_15_12,cm_15_13,cm_15_14,cm_15_15
66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26,42,0,11,0,0,0,0,11,0,1,0,0,0,0,53,1,1,13,0,0,0,0,0,64,0,7,0,0,0,0,0,0,0,0,9,0,0,0,0,0,77,0,0,0,0,0,3,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,32,0,19,0,0,0,0,0,0,19,0,0,0,0,0,0,0,54,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,52,0,0,0,0,0,22,0,0,5,0,1,0,0,0,8,0,4,0,0,0,68,0,0,0,0,0,0,0,0,0,0,40,0,16,0,0,0,0,24,0,0,0,0,62,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,33,0,13,0,21,0,0,0,0,12,0,1,0,0
67,0,0,0,0,0,0,0,0,0,0,0,0,0,2,78,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,28,39,0,8,0,0,0,0,4,0,2,0,0,0,0,33,3,3,35,0,0,0,0,0,50,0,9,0,0,0,1,0,0,0,0,20,0,0,0,0,0,74,0,0,0,0,0,3,0,0,3,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,12,0,4,0,0,0,0,19,0,0,0,0,0,0,0,53,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,54,0,0,0,0,0,24,0,0,2,0,0,0,0,0,16,0,15,0,3,0,44,2,0,0,0,0,0,0,0,0,0,55,0,16,0,0,0,0,9,0,0,0,0,77,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,36,0,11,0,24,0,0,0,0,8,0,1,0,0
68,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,19,44,0,13,0,0,0,0,5,0,1,0,0,0,1,56,3,1,13,0,0,0,0,0,34,0,8,0,0,0,1,0,0,0,0,37,0,0,0,19,0,56,0,0,0,0,0,5,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,24,0,19,0,0,0,0,0,0,17,0,0,0,0,0,0,0,49,0,0,0,0,0,0,31,0,0,0,0,0,0,1,0,43,0,0,0,2,0,32,0,0,2,0,0,0,0,0,10,0,19,0,0,0,51,0,0,0,0,0,0,0,0,0,0,55,0,19,0,0,0,0,6,0,0,0,0,74,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,34,0,4,0,24,0,0,0,0,17,0,1,0,0
69,0,0,0,0,0,0,75,0,0,0,0,0,0,3,2,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,23,24,0,16,0,0,0,0,15,0,0,0,0,0,1,38,1,0,25,0,0,0,0,0,53,0,6,0,0,0,1,0,0,0,0,13,0,7,0,21,0,55,0,0,0,0,0,3,0,0,1,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,18,0,3,0,3,0,0,0,0,30,0,0,0,0,0,0,0,65,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,51,0,0,0,0,0,23,0,0,5,0,1,0,0,0,12,0,14,0,0,0,52,2,0,0,0,0,0,0,0,0,0,70,0,1,0,0,0,0,9,0,0,0,0,73,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,33,0,13,0,21,0,0,0,0,12,0,1,0,0
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,76,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,54,0,2,0,0,0,0,5,0,3,0,0,0,0,0,4,2,66,0,0,0,0,0,22,0,9,0,0,0,0,0,0,0,0,41,0,8,0,5,0,68,0,0,0,0,0,1,0,0,6,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,2,0,0,0,2,0,0,1,0,35,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,78,0,0,0,0,0,1,0,0,1,0,0,0,0,0,15,0,23,0,5,0,37,0,0,0,0,0,0,0,0,0,0,54,0,13,0,0,0,0,13,0,0,0,0,43,0,0,0,0,0,0,6,0,0,0,0,0,31,0,0,0,0,41,0,4,0,22,0,0,0,0,12,0,1,0,0
71,0,0,0,0,0,0,60,0,0,0,0,0,0,18,2,0,0,0,0,79,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,1,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,35,0,17,0,0,0,0,5,0,1,0,0,0,1,68,2,1,0,0,0,2,0,0,58,0,7,0,0,0,0,0,0,0,0,15,0,0,0,37,0,0,0,0,0,0,0,35,0,0,8,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,31,0,24,0,4,0,0,0,0,9,0,0,0,0,0,0,0,74,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,53,0,0,0,1,0,16,0,0,3,0,6,0,0,0,2,0,8,0,9,0,61,0,0,0,0,0,0,0,0,0,0,75,0,1,0,0,0,0,4,0,0,0,0,18,0,0,0,0,0,0,5,0,0,0,0,5,52,0,0,0,1,31,0,15,0,18,0,0,0,0,15,0,0,0,0
72,0,0,0,0,0,0,0,0,0,0,0,0,0,19,61,0,0,0,0,78,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25,52,0,2,0,0,0,0,1,0,3,0,0,0,0,61,2,2,11,0,0,0,0,0,37,0,6,0,0,0,1,0,0,0,0,35,0,1,0,31,0,0,0,0,0,0,0,42,0,0,7,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,13,0,8,0,13,0,0,0,0,18,0,0,0,0,0,0,0,78,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,71,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,0,15,0,6,0,50,0,0,0,0,0,0,0,0,0,0,69,0,3,0,0,0,0,8,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,33,0,9,0,18,0,2,0,0,11,0,0,0,0
73,0,0,0,0,0,0,62,0,0,0,0,0,0,6,12,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,46,0,15,0,0,0,0,2,0,2,0,0,0,1,63,0,4,8,0,0,0,0,0,50,0,6,0,0,0,1,0,0,0,0,23,0,0,0,50,0,1,0,0,0,0,0,27,0,0,2,0,0,0,0,0,79,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,21,0,22,0,3,0,0,0,0,23,0,0,0,0,0,0,0,76,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,78,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,0,10,0,4,0,61,0,0,0,0,0,0,0,0,0,0,72,0,2,0,0,0,1,5,0,0,0,0,55,0,0,0,0,0,0,8,0,0,0,0,0,17,0,0,0,0,38,0,6,0,20,0,0,0,0,15,0,1,0,0
74,0,0,0,0,0,0,22,0,0,0,0,0,0,1,57,0,0,0,0,78,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,1,0,24,34,0,4,0,0,0,0,7,0,0,0,0,0,0,46,2,2,23,0,0,0,0,0,33,0,8,0,0,0,3,0,0,0,0,17,0,19,0,21,0,54,0,0,0,0,0,5,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,2,0,0,0,0,0,14,0,31,0,14,0,0,0,0,0,0,21,0,0,0,0,0,0,0,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,4,0,1,0,0,0,0,0,0,0,0,15,0,15,0,0,0,50,0,0,0,0,0,0,0,0,0,0,57,0,17,0,0,0,0,6,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,38,0,14,0,20,0,0,0,0,7,0,1,0,0
75,0,0,0,0,0,0,17,0,0,0,0,0,0,0,63,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0,0,0,0,18,29,0,16,0,0,0,0,7,0,0,0,0,0,1,34,4,1,33,0,0,0,0,0,61,0,6,0,0,0,1,0,0,0,0,12,0,0,0,17,0,60,0,0,0,0,0,3,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,32,0,8,0,2,0,0,0,0,26,0,0,0,0,0,0,0,62,1,0,0,0,0,0,17,0,0,0,0,0,0,0,0,46,0,0,0,0,0,29,0,0,5,0,0,0,1,0,8,0,20,0,5,0,44,2,0,0,0,0,0,0,0,0,0,54,0,17,0,0,0,0,9,0,0,0,0,76,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,27,0,6,0,35,0,0,0,0,11,0,1,0,0
76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,79,0,0,0,0,76,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,1,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,46,0,11,0,0,0,0,7,0,1,0,0,0,1,28,2,3,38,0,0,0,0,0,48,0,7,0,0,0,0,0,0,0,0,18,0,7,0,51,0,0,0,0,0,0,0,24,0,0,5,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,27,0,0,1,0,27,0,0,0,0,0,0,0,60,0,0,0,0,0,0,20,0,0,0,0,0,0,1,0,70,0,0,0,0,0,9,0,0,0,0,0,0,0,0,12,0,10,0,0,0,58,0,0,0,0,0,0,0,0,0,0,67,0,2,0,0,0,0,11,0,0,0,0,56,0,0,0,0,0,5,2,0,0,0,0,1,16,0,0,0,0,37,0,9,0,21,0,0,0,0,12,0,1,0,0
77,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,21,39,0,9,0,0,0,0,11,0,1,0,0,0,1,27,1,2,37,0,0,0,0,0,19,0,7,0,0,0,0,0,0,0,0,26,0,28,0,70,0,1,0,0,0,0,0,2,0,0,7,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,15,0,0,0,13,0,0,1,0,23,0,0,0,0,0,0,0,42,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,39,0,0,0,0,0,34,0,0,1,0,6,0,0,0,12,0,21,0,15,0,27,4,1,0,0,0,0,0,0,0,0,70,0,2,0,0,0,0,8,0,0,0,0,30,0,0,0,0,0,16,2,0,0,0,0,0,8,0,24,0,0,36,0,10,0,19,0,0,0,0,15,0,0,0,0
78,0,0,0,0,0,0,50,0,0,0,0,0,0,2,28,0,0,0,0,78,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,9,0,0,0,0,26,27,0,2,0,0,0,0,0,0,7,0,0,0,0,56,3,0,14,0,0,0,0,0,19,0,8,0,0,0,0,0,0,0,0,26,0,27,0,64,0,4,0,0,0,0,0,11,0,0,1,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,6,0,7,0,16,0,0,0,0,14,0,0,0,0,0,0,0,78,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,2,0,1,0,0,0,0,0,0,0,0,19,0,12,0,2,0,47,0,0,0,0,0,0,0,0,0,0,54,0,17,0,0,0,0,9,0,0,0,0,61,0,0,0,0,0,3,0,0,0,0,0,1,15,0,0,0,0,32,0,10,0,24,0,0,0,0,13,0,1,0,0
79,0,0,0,0,0,0,15,0,0,0,0,0,0,0,65,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,44,0,14,0,0,0,0,7,0,0,0,0,0,0,50,2,6,15,0,0,0,0,0,48,0,7,0,0,0,1,0,0,0,0,24,0,0,0,50,0,3,0,0,0,0,0,24,0,0,1,0,2,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,8,0,24,0,4,0,0,0,0,10,0,0,0,0,0,0,0,67,0,0,0,0,0,0,13,0,0,0,0,0,0,1,0,57,0,0,0,0,0,20,0,0,1,0,1,0,0,0,0,0,25,0,14,0,41,0,0,0,0,0,0,0,0,0,0,60,0,2,0,0,0,0,18,0,0,0,0,42,0,0,0,0,0,1,17,0,0,0,0,0,19,0,1,0,0,25,0,16,0,22,0,0,0,0,16,0,1,0,0
80,0,0,0,0,0,0,18,0,0,0,0,0,0,2,60,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,23,44,0,11,0,0,0,0,9,0,3,0,0,0,2,23,3,0,40,0,0,0,0,0,48,0,8,0,0,0,1,0,0,0,0,21,0,2,0,12,0,65,0,0,0,0,0,3,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,41,0,0,0,5,0,0,0,0,33,0,0,0,0,0,0,0,40,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,53,0,0,0,0,0,27,0,0,0,0,0,0,0,0,14,0,5,0,0,0,60,1,0,0,0,0,0,0,0,0,0,61,0,16,0,0,0,0,3,0,0,0,0,65,0,0,0,0,0,2,13,0,0,0,0,0,0,0,0,0,0,33,0,11,0,24,0,0,0,0,11,0,1,0,0
81,0,0,0,0,0,0,28,0,0,0,0,0,0,0,52,0,0,0,0,79,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,27,32,0,6,0,0,0,0,1,0,10,0,0,0,0,10,5,0,54,0,0,0,0,0,35,0,7,0,0,0,0,0,0,0,0,38,0,0,0,31,0,4,0,0,0,0,0,14,0,0,31,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,1,0,2,0,5,0,0,1,0,29,0,0,0,0,0,0,0,67,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,73,0,0,0,0,0,5,0,0,1,0,1,0,0,0,10,0,27,0,9,0,34,0,0,0,0,0,0,0,0,0,0,56,0,12,0,0,0,0,12,0,0,0,0,56,0,0,0,0,0,0,8,0,0,0,0,0,16,0,0,0,13,20,0,15,0,20,0,0,0,0,12,0,0,0,0
82,0,0,0,0,0,0,0,0,0,0,0,0,0,19,61,0,0,0,0,66,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,35,0,21,0,0,0,0,0,0,1,0,0,0,3,40,2,3,31,0,0,0,0,0,61,0,4,0,0,0,0,0,0,1,0,14,0,0,0,15,0,4,0,0,0,0,0,54,0,0,7,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,30,0,0,0,6,0,0,3,0,28,0,0,0,0,0,0,0,74,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,73,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,10,0,10,0,60,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,0,0,34,0,0,0,0,0,45,0,0,0,20,25,0,12,0,10,0,0,0,0,12,0,1,0,0
83,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0,0,0,0,24,34,0,5,0,0,0,0,6,0,1,0,0,0,1,42,2,3,25,0,0,0,3,0,41,0,7,0,0,0,0,0,0,0,0,28,0,1,0,45,0,0,0,0,0,0,0,31,0,0,4,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,19,0,9,0,11,0,0,0,0,16,0,0,0,0,0,0,0,79,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,64,0,0,0,0,0,13,0,0,0,0,1,0,0,0,7,0,17,0,7,0,48,0,0,0,1,0,0,0,0,0,0,76,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,1,58,0,0,0,0,36,0,5,0,22,0,0,0,0,17,0,0,0,0
84,0,0,0,0,0,0,21,0,0,0,0,0,0,16,43,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,22,34,0,1,0,0,0,0,5,0,0,0,0,0,0,43,1,5,26,0,0,0,0,0,40,0,8,0,0,0,0,0,0,0,0,32,0,0,0,36,0,0,0,0,0,0,0,18,0,0,26,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,3,0,25,0,7,0,0,0,0,10,0,0,0,0,0,0,0,64,0,0,0,0,0,0,16,0,0,0,0,0,0,2,0,63,0,0,0,2,0,11,0,0,0,0,2,0,0,0,9,0,31,0,12,0,28,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,7,0,0,0,0,60,0,0,0,0,0,0,8,0,0,0,0,0,12,0,0,0,0,34,0,10,0,22,0,0,0,0,13,0,1,0,0
85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,26,41,0,8,0,0,0,0,2,0,3,0,0,0,0,65,3,2,5,0,0,0,0,0,22,0,6,0,0,0,1,0,0,0,0,27,0,24,0,42,0,34,0,0,0,0,0,4,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,34,0,26,0,2,0,0,0,0,11,0,0,0,0,0,0,0,73,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,57,0,0,0,1,0,20,0,0,2,0,0,0,0,0,19,0,17,0,0,0,44,0,0,0,0,0,0,0,0,0,0,56,0,18,0,0,0,0,6,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,12,0,20,0,0,0,0,12,0,1,0,0
86,0,0,0,0,0,0,66,0,0,0,0,0,0,0,14,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,36,0,15,0,0,0,0,10,0,0,0,0,0,0,31,2,2,35,0,0,0,0,0,52,0,8,0,0,0,0,0,0,0,0,20,0,0,0,53,0,22,0,0,0,0,0,5,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21,0,13,0,3,0,0,0,0,22,0,0,0,0,0,0,0,64,0,0,0,0,0,0,16,0,0,0,0,0,0,1,0,55,0,0,0,0,0,20,0,0,4,0,0,0,0,0,13,0,22,0,0,0,45,0,0,0,0,0,0,0,0,0,0,45,0,15,0,0,0,0,20,0,0,0,0,72,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,17,0,13,0,32,0,0,0,0,17,0,1,0,0
87,0,0,0,0,0,0,77,0,0,0,0,0,0,0,3,0,0,0,0,79,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,20,30,0,17,0,0,0,0,10,0,0,0,0,0,1,44,2,2,21,0,0,0,0,0,49,0,6,0,0,0,0,0,0,0,0,25,0,0,0,15,0,60,0,0,0,0,0,2,0,0,3,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,17,0,12,0,0,0,0,0,0,23,0,0,0,0,0,0,0,65,0,0,0,0,0,0,15,0,0,0,0,0,0,2,0,46,0,0,0,0,0,30,0,0,2,0,0,0,0,0,17,0,18,0,0,0,45,0,0,0,0,0,0,0,0,0,0,67,0,8,0,0,0,0,5,0,0,0,0,71,0,0,0,0,0,3,2,0,0,0,0,0,4,0,0,0,0,37,0,9,0,21,0,0,0,0,13,0,0,0,0
88,0,0,0,0,0,0,7,0,0,0,0,0,0,3,70,0,0,0,0,79,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26,49,0,4,0,0,0,0,13,0,1,0,0,0,1,28,0,2,35,0,0,0,0,0,54,0,6,0,0,0,1,0,0,0,0,19,0,0,0,25,0,53,0,0,0,0,0,2,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,16,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,60,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,51,0,0,0,0,0,25,0,0,4,0,0,0,0,0,11,0,8,0,0,0,61,0,0,0,0,0,0,0,0,0,0,31,0,22,0,0,0,0,27,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,6,0,29,0,0,0,0,11,0,1,0,0
